trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
180,False,"{'a': 0.001, 'e': 0.835270211411272}",25,6,-130.04439224784556,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 2}",1
181,False,"{'a': 0.001, 'e': 0.8344353586957896}",30,14,-69.50176943938713,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 1}",1
182,False,"{'a': 0.001, 'e': 0.8336013404157353}",25,0,-45.14688110190962,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
183,False,"{'a': 0.001, 'e': 0.832768155737091}",30,0,-160.11175779371737,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
184,False,"{'a': 0.001, 'e': 0.8319358038266718}",25,7,-62.88568168372365,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 1}",1
185,False,"{'a': 0.001, 'e': 0.8311042838521256}",20,0,-131.48686995867172,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
186,False,"{'a': 0.001, 'e': 0.8302735949819326}",20,14,-13.290876630887666,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
187,False,"{'a': 0.001, 'e': 0.8294437363854039}",20,2,-17.65209951411506,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
188,False,"{'a': 0.001, 'e': 0.8286147072326806}",30,0,-45.50140499642356,"{0: 24, 1: 1, 2: 3, 3: 2, 4: 0}",0
189,False,"{'a': 0.001, 'e': 0.8277865066947336}",20,0,-106.9314235201733,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
190,False,"{'a': 0.001, 'e': 0.8269591339433623}",20,0,-130.92289143891296,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
191,False,"{'a': 0.001, 'e': 0.8261325881511938}",20,13,-13.795125810450429,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.001, 'e': 0.8253068684916823}",20,12,-29.938935360309834,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
193,False,"{'a': 0.001, 'e': 0.8244819741391082}",25,0,-157.64916512453473,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
194,False,"{'a': 0.001, 'e': 0.8236579042685769}",30,8,-15.061859189622869,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.001, 'e': 0.8228346580560184}",25,0,-141.43416628571313,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
196,False,"{'a': 0.001, 'e': 0.8220122346781865}",20,0,-69.5885097521329,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
197,False,"{'a': 0.001, 'e': 0.821190633312658}",20,12,3.000700224764638,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.001, 'e': 0.8203698531378311}",20,0,-62.69223957784707,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
199,False,"{'a': 0.001, 'e': 0.8195498933329256}",25,0,-107.58039796621424,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
200,False,"{'a': 0.001, 'e': 0.8187307530779818}",25,3,-97.74526832125461,"{0: 14, 1: 1, 2: 5, 3: 1, 4: 1}",1
201,False,"{'a': 0.001, 'e': 0.8179124315538594}",20,4,-52.40591668747838,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 1}",1
202,False,"{'a': 0.001, 'e': 0.8170949279422366}",35,13,-32.95182671453115,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 0}",1
203,False,"{'a': 0.001, 'e': 0.8162782414256099}",20,9,3.9510101554492545,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.001, 'e': 0.8154623711872927}",20,13,-13.94810899379677,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.001, 'e': 0.8146473164114145}",20,0,-96.99002127771844,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
206,False,"{'a': 0.001, 'e': 0.8138330762829207}",35,20,-32.4306561267005,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
207,False,"{'a': 0.001, 'e': 0.813019649987571}",20,0,-128.18715953929978,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
208,False,"{'a': 0.001, 'e': 0.812207036711939}",25,0,-111.20084790489985,"{0: 12, 1: 6, 2: 6, 3: 0, 4: 1}",0
209,False,"{'a': 0.001, 'e': 0.8113952356434114}",25,14,-45.14108002206264,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 1}",1
210,False,"{'a': 0.001, 'e': 0.8105842459701871}",20,9,-25.844846422965674,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
211,False,"{'a': 0.001, 'e': 0.8097740668812763}",20,1,-123.53288360308146,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 2}",1
212,False,"{'a': 0.001, 'e': 0.8089646975664998}",25,0,-67.74614461213588,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
213,False,"{'a': 0.001, 'e': 0.8081561372164884}",20,1,-68.17627387683244,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 1}",1
214,False,"{'a': 0.001, 'e': 0.8073483850226815}",25,3,-11.979890985106374,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 0}",1
215,False,"{'a': 0.001, 'e': 0.8065414401773269}",20,0,-75.72514787221127,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
216,False,"{'a': 0.001, 'e': 0.8057353018734796}",20,0,-115.43563292956472,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
217,False,"{'a': 0.001, 'e': 0.8049299693050015}",20,0,-80.78559229619185,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
218,False,"{'a': 0.001, 'e': 0.8041254416665596}",20,0,-57.153480483591,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
219,False,"{'a': 0.001, 'e': 0.8033217181536265}",20,0,-90.75348446971898,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
220,False,"{'a': 0.001, 'e': 0.8025187979624785}",20,9,-33.44633834272777,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 0}",1
221,False,"{'a': 0.001, 'e': 0.8017166802901953}",30,0,-267.9534128939423,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 6}",0
222,False,"{'a': 0.001, 'e': 0.8009153643346592}",35,0,-85.38028051826551,"{0: 26, 1: 3, 2: 4, 3: 1, 4: 1}",0
223,False,"{'a': 0.001, 'e': 0.8001148492945541}",20,0,-136.07313788116844,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
224,False,"{'a': 0.001, 'e': 0.7993151343693651}",20,0,-92.29768501016328,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
225,False,"{'a': 0.001, 'e': 0.7985162187593771}",30,0,-88.03280239087243,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
226,False,"{'a': 0.001, 'e': 0.7977181016656743}",20,0,-97.58753555118203,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",1
227,False,"{'a': 0.001, 'e': 0.7969207822901396}",25,0,3.862689254095724,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
228,False,"{'a': 0.001, 'e': 0.7961242598354538}",25,19,1.333008110436415,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.001, 'e': 0.7953285335050939}",30,4,-36.48376432147944,"{0: 21, 1: 0, 2: 4, 3: 1, 4: 0}",1
230,False,"{'a': 0.001, 'e': 0.794533602503334}",25,0,-170.32478664556024,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
231,False,"{'a': 0.001, 'e': 0.7937394660352427}",20,0,-20.426968369163188,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
232,False,"{'a': 0.001, 'e': 0.7929461233066837}",20,0,-77.13974877805633,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
233,False,"{'a': 0.001, 'e': 0.792153573524314}",30,0,-54.96611811959465,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
234,False,"{'a': 0.001, 'e': 0.7913618158955839}",20,0,-130.3329147269694,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
235,False,"{'a': 0.001, 'e': 0.7905708496287356}",25,0,-59.556549856836185,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
236,False,"{'a': 0.001, 'e': 0.7897806739328027}",25,0,-20.68594935243,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
237,False,"{'a': 0.001, 'e': 0.7889912880176096}",20,0,-116.78935474017734,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
238,False,"{'a': 0.001, 'e': 0.7882026910937704}",25,7,-73.7861931382628,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 1}",1
239,False,"{'a': 0.001, 'e': 0.7874148823726879}",20,0,-58.05717171464197,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
240,False,"{'a': 0.001, 'e': 0.7866278610665535}",30,0,-82.50156853328654,"{0: 23, 1: 4, 2: 1, 3: 0, 4: 2}",0
241,False,"{'a': 0.001, 'e': 0.7858416263883455}",20,0,-7.374823788534075,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
242,False,"{'a': 0.001, 'e': 0.7850561775518295}",25,6,3.4953783297456926,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.001, 'e': 0.7842715137715565}",25,2,-68.34131368836967,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 1}",1
244,False,"{'a': 0.001, 'e': 0.7834876342628625}",20,0,-92.6658532434407,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
245,False,"{'a': 0.001, 'e': 0.7827045382418681}",20,6,17.838603212550865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.001, 'e': 0.7819222249254772}",25,8,-41.09418218864141,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 0}",1
247,False,"{'a': 0.001, 'e': 0.7811406935313765}",30,5,-194.37864205496783,"{0: 13, 1: 6, 2: 2, 3: 0, 4: 4}",1
248,False,"{'a': 0.001, 'e': 0.7803599432780343}",25,0,-87.29309869205179,"{0: 12, 1: 5, 2: 8, 3: 0, 4: 0}",0
249,False,"{'a': 0.001, 'e': 0.7795799733847004}",35,2,-66.0678122342073,"{0: 24, 1: 5, 2: 3, 3: 0, 4: 1}",1
250,False,"{'a': 0.001, 'e': 0.7788007830714049}",20,14,-1.9024732476019903,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.001, 'e': 0.7780223715589573}",20,0,-214.34437127630576,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 5}",0
252,False,"{'a': 0.001, 'e': 0.7772447380689461}",20,16,8.905177862769047,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.001, 'e': 0.7764678818237378}",20,6,-53.03899861931532,"{0: 8, 1: 1, 2: 4, 3: 1, 4: 0}",1
254,False,"{'a': 0.001, 'e': 0.775691802046476}",20,10,-40.11522457796831,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
255,False,"{'a': 0.001, 'e': 0.774916497961081}",25,13,-41.831403038434125,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
256,False,"{'a': 0.001, 'e': 0.7741419687922484}",20,10,-39.888086748307366,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
257,False,"{'a': 0.001, 'e': 0.7733682137654491}",25,6,-21.210071690275804,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
258,False,"{'a': 0.001, 'e': 0.772595232106928}",25,0,-131.5423657605988,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
259,False,"{'a': 0.001, 'e': 0.7718230230437034}",20,0,-165.0516064890312,"{0: 9, 1: 6, 2: 2, 3: 0, 4: 3}",0
260,False,"{'a': 0.001, 'e': 0.7710515858035663}",20,0,-43.917002771840394,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
261,False,"{'a': 0.001, 'e': 0.7702809196150792}",20,0,-132.6830136518703,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
262,False,"{'a': 0.001, 'e': 0.7695110237075758}",20,9,10.807914775685763,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.001, 'e': 0.7687418973111603}",20,0,-79.83731251059085,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
264,False,"{'a': 0.001, 'e': 0.7679735396567061}",20,0,-34.459624461377956,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
265,False,"{'a': 0.001, 'e': 0.7672059499758557}",20,0,-76.88894640621804,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
266,False,"{'a': 0.001, 'e': 0.7664391275010192}",25,0,-49.586846952816316,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
267,False,"{'a': 0.001, 'e': 0.7656730714653739}",25,0,-117.86666556956152,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
268,False,"{'a': 0.001, 'e': 0.764907781102864}",20,6,-128.5635416645082,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 3}",1
269,False,"{'a': 0.001, 'e': 0.764143255648199}",20,3,-125.67671563693189,"{0: 8, 1: 1, 2: 5, 3: 2, 4: 1}",1
270,False,"{'a': 0.001, 'e': 0.7633794943368531}",25,2,-100.45094983504904,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 3}",1
271,False,"{'a': 0.001, 'e': 0.7626164964050653}",20,0,-49.635840081641334,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
272,False,"{'a': 0.001, 'e': 0.7618542610898376}",20,0,-53.76086059693483,"{0: 10, 1: 7, 2: 3, 3: 0, 4: 0}",0
273,False,"{'a': 0.001, 'e': 0.7610927876289343}",25,5,-135.7308973530768,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",1
274,False,"{'a': 0.001, 'e': 0.7603320752608821}",35,0,-81.18211663278349,"{0: 27, 1: 2, 2: 4, 3: 1, 4: 1}",0
275,False,"{'a': 0.001, 'e': 0.7595721232249685}",20,0,-186.11365160620943,"{0: 10, 1: 5, 2: 1, 3: 0, 4: 4}",0
276,False,"{'a': 0.001, 'e': 0.7588129307612413}",20,0,9.207165951569813,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
277,False,"{'a': 0.001, 'e': 0.7580544971105083}",25,0,-75.76339858304738,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
278,False,"{'a': 0.001, 'e': 0.7572968215143355}",25,12,-48.55037148016177,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
279,False,"{'a': 0.001, 'e': 0.7565399032150474}",30,4,-159.4674283108047,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 3}",1
280,False,"{'a': 0.001, 'e': 0.7557837414557255}",30,0,-79.7766636544087,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",1
281,False,"{'a': 0.001, 'e': 0.755028335480208}",20,0,-26.048956778219786,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
282,False,"{'a': 0.001, 'e': 0.754273684533089}",20,0,-80.05076932078158,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
283,False,"{'a': 0.001, 'e': 0.7535197878597172}",25,0,-121.19496817917806,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
284,False,"{'a': 0.001, 'e': 0.7527666447061963}",30,0,-120.62918530107791,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
285,False,"{'a': 0.001, 'e': 0.7520142543193826}",30,0,-84.09428423443273,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
286,False,"{'a': 0.001, 'e': 0.751262615946886}",25,0,-60.315038251473936,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
287,False,"{'a': 0.001, 'e': 0.750511728837068}",25,0,-49.12256892780417,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0
288,False,"{'a': 0.001, 'e': 0.7497615922390413}",25,0,-104.32996292862742,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
289,False,"{'a': 0.001, 'e': 0.7490122054026693}",20,7,-54.194666876915456,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
290,False,"{'a': 0.001, 'e': 0.7482635675785653}",25,0,-33.56180164766552,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
291,False,"{'a': 0.001, 'e': 0.747515678018091}",20,0,-93.94467562003265,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
292,False,"{'a': 0.001, 'e': 0.7467685359733571}",20,0,-42.410400073060316,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
293,False,"{'a': 0.001, 'e': 0.7460221406972215}",20,0,-39.34499431606247,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
294,False,"{'a': 0.001, 'e': 0.7452764914432887}",30,0,-23.342270751007923,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",0
295,False,"{'a': 0.001, 'e': 0.7445315874659094}",25,10,-60.45069415996022,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
296,False,"{'a': 0.001, 'e': 0.7437874280201796}",25,0,-78.72460475686866,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
297,False,"{'a': 0.001, 'e': 0.7430440123619398}",20,6,-34.1617897727105,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
298,False,"{'a': 0.001, 'e': 0.7423013397477743}",25,12,-33.33864471605675,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
299,False,"{'a': 0.001, 'e': 0.7415594094350105}",20,0,-15.710015531498074,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
300,False,"{'a': 0.001, 'e': 0.7408182206817179}",25,12,-32.75278178360551,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
301,False,"{'a': 0.001, 'e': 0.7400777727467076}",20,0,-90.12207173810862,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
302,False,"{'a': 0.001, 'e': 0.7393380648895319}",25,19,8.333003115915417,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.001, 'e': 0.7385990963704826}",30,3,-127.29585896650227,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 2}",1
304,False,"{'a': 0.001, 'e': 0.7378608664505911}",20,6,-6.6742894223969795,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
305,False,"{'a': 0.001, 'e': 0.7371233743916278}",20,0,-76.6868866597632,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
306,False,"{'a': 0.001, 'e': 0.7363866194561001}",20,0,-112.81593454614168,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
307,False,"{'a': 0.001, 'e': 0.7356506009072533}",30,0,-38.01214783818639,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
308,False,"{'a': 0.001, 'e': 0.7349153180090687}",20,0,-17.958288740579118,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
309,False,"{'a': 0.001, 'e': 0.7341807700262634}",25,2,-118.07358487810188,"{0: 15, 1: 0, 2: 6, 3: 0, 4: 2}",1
310,False,"{'a': 0.001, 'e': 0.7334469562242892}",30,7,-101.24278799819169,"{0: 15, 1: 4, 2: 2, 3: 0, 4: 2}",1
311,False,"{'a': 0.001, 'e': 0.7327138758693325}",30,17,-17.04330041458039,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
312,False,"{'a': 0.001, 'e': 0.7319815282283126}",20,6,-8.687107648875234,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.001, 'e': 0.731249912568882}",20,14,-13.977226987616874,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
314,False,"{'a': 0.001, 'e': 0.7305190281594249}",20,0,-95.32723104467756,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
315,False,"{'a': 0.001, 'e': 0.7297888742690568}",25,0,-105.74555997150686,"{0: 17, 1: 5, 2: 0, 3: 1, 4: 2}",0
316,False,"{'a': 0.001, 'e': 0.7290594501676237}",20,0,-95.95843143402034,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
317,False,"{'a': 0.001, 'e': 0.7283307551257017}",25,0,-113.23783106281229,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",1
318,False,"{'a': 0.001, 'e': 0.7276027884145955}",25,13,-67.10120260567984,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 1}",1
319,False,"{'a': 0.001, 'e': 0.7268755493063382}",30,0,-102.45582154709733,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
320,False,"{'a': 0.001, 'e': 0.7261490370736909}",25,0,-85.72157754507045,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
321,False,"{'a': 0.001, 'e': 0.7254232509901412}",25,4,-66.98547929253841,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 1}",1
322,False,"{'a': 0.001, 'e': 0.7246981903299029}",20,0,-67.4559528536397,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
323,False,"{'a': 0.001, 'e': 0.7239738543679153}",35,14,-91.1580285520824,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 2}",1
324,False,"{'a': 0.001, 'e': 0.7232502423798424}",20,7,-104.81597449620016,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 2}",1
325,False,"{'a': 0.001, 'e': 0.7225273536420722}",20,0,-49.243990846162234,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
326,False,"{'a': 0.001, 'e': 0.7218051874317158}",35,0,-55.69258029307769,"{0: 28, 1: 2, 2: 4, 3: 0, 4: 1}",0
327,False,"{'a': 0.001, 'e': 0.721083743026607}",20,7,-6.643450012255348,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.001, 'e': 0.7203630197053014}",25,0,-43.79696658947661,"{0: 19, 1: 5, 2: 0, 3: 0, 4: 1}",0
329,False,"{'a': 0.001, 'e': 0.7196430167470754}",25,0,-95.77304271569645,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
330,False,"{'a': 0.001, 'e': 0.7189237334319262}",20,0,-36.57116017345224,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
331,False,"{'a': 0.001, 'e': 0.7182051690405703}",20,8,0.4620482894010649,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.001, 'e': 0.7174873228544433}",20,8,-73.50115866308148,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
333,False,"{'a': 0.001, 'e': 0.716770194155699}",35,13,-86.41537283793245,"{0: 13, 1: 3, 2: 5, 3: 0, 4: 1}",1
334,False,"{'a': 0.001, 'e': 0.7160537822272085}",30,0,-152.80138181247315,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 3}",1
335,False,"{'a': 0.001, 'e': 0.7153380863525599}",25,0,-23.42375918906353,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
336,False,"{'a': 0.001, 'e': 0.7146231058160573}",25,0,-126.90585275370351,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
337,False,"{'a': 0.001, 'e': 0.71390883990272}",25,0,-59.379819165713805,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
338,False,"{'a': 0.001, 'e': 0.7131952878982822}",25,0,-85.91979627686723,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
339,False,"{'a': 0.001, 'e': 0.7124824490891918}",20,0,-66.77239198136432,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
340,False,"{'a': 0.001, 'e': 0.7117703227626097}",25,0,-123.75796065754254,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
341,False,"{'a': 0.001, 'e': 0.7110589082064097}",20,0,-13.983020747914459,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
342,False,"{'a': 0.001, 'e': 0.7103482047091773}",30,9,-50.02897358168945,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
343,False,"{'a': 0.001, 'e': 0.7096382115602087}",30,0,-57.46984944348026,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
344,False,"{'a': 0.001, 'e': 0.7089289280495107}",20,0,-26.62479924078024,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
345,False,"{'a': 0.001, 'e': 0.7082203534678}",20,14,5.359385384670123,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.001, 'e': 0.7075124871065017}",20,0,-111.2579275364622,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
347,False,"{'a': 0.001, 'e': 0.7068053282577494}",20,2,-78.5874208047412,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 0}",1
348,False,"{'a': 0.001, 'e': 0.7060988762143844}",20,2,-72.99778937932957,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 1}",1
349,False,"{'a': 0.001, 'e': 0.7053931302699543}",35,18,-47.34496454349548,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
350,False,"{'a': 0.001, 'e': 0.7046880897187134}",20,0,-52.657925081857194,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
351,False,"{'a': 0.001, 'e': 0.7039837538556208}",25,0,-110.24514377777922,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 3}",0
352,False,"{'a': 0.001, 'e': 0.7032801219763409}",20,0,-63.458078868623716,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 1}",0
353,False,"{'a': 0.001, 'e': 0.7025771933772416}",30,5,-140.35779747768427,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",1
354,False,"{'a': 0.001, 'e': 0.701874967355394}",20,10,-20.241187645198377,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
355,False,"{'a': 0.001, 'e': 0.7011734432085724}",25,17,3.0262516554521524,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.001, 'e': 0.7004726202352524}",25,0,-158.17964609761074,"{0: 14, 1: 5, 2: 1, 3: 3, 4: 2}",0
357,False,"{'a': 0.001, 'e': 0.699772497734611}",20,3,-90.7709678637403,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 2}",1
358,False,"{'a': 0.001, 'e': 0.6990730750065257}",20,8,-0.3479631326549546,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.001, 'e': 0.6983743513515736}",25,3,-35.66733936375775,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 0}",1
360,False,"{'a': 0.001, 'e': 0.697676326071031}",30,19,11.268818413748107,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.001, 'e': 0.6969789984668727}",20,0,-85.69050502495224,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
362,False,"{'a': 0.001, 'e': 0.696282367841771}",35,1,-225.52164095231242,"{0: 20, 1: 2, 2: 7, 3: 1, 4: 4}",1
363,False,"{'a': 0.001, 'e': 0.6955864334990951}",20,0,-32.39031793025962,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
